"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 18 20:49:52 IST 2024","Thu Jan 18 20:50:36 IST 2024","44434","tests.vwoLoginTests","test_vwologin","","","","test_vwologin",""
